name,gender,country,occupation,birth_date,death_date,image_url,description
George Bahgoury,male,Egypt,novelist,1932,,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Al%20Bahgoury%20in%20Loxur%202003.jpg,"George Abdel Masih Al Bahgoury or George Bahgoury is an Egyptian-French artist. An accomplished painter and sculptor, he is most famous as a caricaturist and political cartoonist."
George Bahgoury,male,Egypt,lithographer,1932,,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Al%20Bahgoury%20in%20Loxur%202003.jpg,"George Abdel Masih Al Bahgoury or George Bahgoury is an Egyptian-French artist. An accomplished painter and sculptor, he is most famous as a caricaturist and political cartoonist."
Ahmad Ziwar,male,Egypt,vizier,1864,1945,http://commons.wikimedia.org/wiki/Special:FilePath/Ahmad%20Ziwar%20Pasha.jpg,Ahmed Ziwar Pasha (1864–1945) was the prime minister of Egypt from 24 November 1924 to 7 June 1926.
Karem Mahmoud,male,Egypt,actor,1922,1995,http://commons.wikimedia.org/wiki/Special:FilePath/Karem%20Mahmoud.jpg,"Karem Mahmoud, also known as ""the Melodious Knight"", was a popular Egyptian singer and actor. He was also popular in the Arab world."
Karem Mahmoud,male,Egypt,composer,1922,1995,http://commons.wikimedia.org/wiki/Special:FilePath/Karem%20Mahmoud.jpg,"Karem Mahmoud, also known as ""the Melodious Knight"", was a popular Egyptian singer and actor. He was also popular in the Arab world."
Karem Mahmoud,male,Egypt,singer,1922,1995,http://commons.wikimedia.org/wiki/Special:FilePath/Karem%20Mahmoud.jpg,"Karem Mahmoud, also known as ""the Melodious Knight"", was a popular Egyptian singer and actor. He was also popular in the Arab world."
Karem Mahmoud,male,Egypt,actor,1922,1995,http://commons.wikimedia.org/wiki/Special:FilePath/Karem%20Mahmoud.jpg,"Karem Mahmoud, also known as ""the Melodious Knight"", was a popular Egyptian singer and actor. He was also popular in the Arab world."
Karem Mahmoud,male,Egypt,composer,1922,1995,http://commons.wikimedia.org/wiki/Special:FilePath/Karem%20Mahmoud.jpg,"Karem Mahmoud, also known as ""the Melodious Knight"", was a popular Egyptian singer and actor. He was also popular in the Arab world."
Karem Mahmoud,male,Egypt,singer,1922,1995,http://commons.wikimedia.org/wiki/Special:FilePath/Karem%20Mahmoud.jpg,"Karem Mahmoud, also known as ""the Melodious Knight"", was a popular Egyptian singer and actor. He was also popular in the Arab world."
Hamada Helal,male,Egypt,actor,1980,,http://commons.wikimedia.org/wiki/Special:FilePath/Hamada%20Helal.jpg,"Mohamed Abdel-Fatah Mohamed Abdulaziz Helal, better known as Hamada Helal, is an Egyptian singer, actor, and composer who was born in Faqous, Sharqia Governorate, Egypt. He now resides in Cairo. Hamada started his interest singing when he was 5 years old. He used to record his voice whilst singing on cassette tapes. Helal has presented several albums and has presented work in cinema and television."
Hamada Helal,male,Egypt,composer,1980,,http://commons.wikimedia.org/wiki/Special:FilePath/Hamada%20Helal.jpg,"Mohamed Abdel-Fatah Mohamed Abdulaziz Helal, better known as Hamada Helal, is an Egyptian singer, actor, and composer who was born in Faqous, Sharqia Governorate, Egypt. He now resides in Cairo. Hamada started his interest singing when he was 5 years old. He used to record his voice whilst singing on cassette tapes. Helal has presented several albums and has presented work in cinema and television."
Hamada Helal,male,Egypt,singer,1980,,http://commons.wikimedia.org/wiki/Special:FilePath/Hamada%20Helal.jpg,"Mohamed Abdel-Fatah Mohamed Abdulaziz Helal, better known as Hamada Helal, is an Egyptian singer, actor, and composer who was born in Faqous, Sharqia Governorate, Egypt. He now resides in Cairo. Hamada started his interest singing when he was 5 years old. He used to record his voice whilst singing on cassette tapes. Helal has presented several albums and has presented work in cinema and television."
Moataz Nasr,male,Egypt,painter,1961,,,"
Moataz Nasr is an Egyptian painter, sculptor, multimedia artist and cultural activist."
Moataz Nasr,male,Egypt,sculptor,1961,,,"
Moataz Nasr is an Egyptian painter, sculptor, multimedia artist and cultural activist."
Abdel Hamid El-Hamaky,male,Egypt,boxer,1927,2017,,"Egypt competed at the 1952 Summer Olympics in Helsinki, Finland. 106 competitors, all men, took part in 65 events in 14 sports."
Abdel Razek Ibrahim,male,Egypt,rower,1983,,,Abdel Razek Ibrahim is an Egyptian rower. He competed in the men's lightweight coxless four event at the 2008 Summer Olympics.
Ahmed Gad,male,Egypt,rower,1978,,,Ahmed Gad is an Egyptian rower. He competed in the men's lightweight coxless four event at the 2008 Summer Olympics.
Ahmed Khamis,male,Egypt,rower,1985,,,"Ahmed Khamis, also known as Ahmed, is an Emirati footballer who plays as a right winger and right back."
Ahmad Rida,female,Egypt,athletics competitor,1989,,,"Sheikh Ahmad Rida (1872–1953) was a Lebanese linguist, writer and politician. A key figure of the Arab Renaissance, he compiled the modern monolingual Arabic dictionary, Matn al-Lugha, commissioned by the Arab Academy of Damascus in 1930, and is widely considered to be among the foremost scholars of Arab literature and linguistics."
Ahmed Saber,male,Egypt,association football player,1968,,,Ahmed Saber is an Egyptian retired professional footballer who played as a goalkeeper.
Amin Ramadan,male,Egypt,rower,1981,,,Amin Ramadan is an Egyptian rower. He competed in the men's lightweight coxless four event at the 2008 Summer Olympics.
Hany Atiyo,male,Egypt,boxer,1983,,,Hany Atiyo is an Egyptian former professional boxer who competed from 2009 to 2020 and held the ABU light-heavyweight title from 2011 to 2012.
Hassan El-Sayed Attia,male,Egypt,sport shooter,1931,,,Hassan El-Sayed Attia is an Egyptian former sports shooter. He competed in the 50 metre pistol event at the 1964 Summer Olympics.
Ragai Youssef,male,Egypt,athlete,1932,,,Ragai Youssef Farhat is an Egyptian gymnast. He competed in eight events at the 1952 Summer Olympics.
Said Ahmed El-Ashry,male,Egypt,boxer,1949,,,Said Ahmed El-Ashry is an Egyptian boxer. He competed at the 1972 Summer Olympics and the 1976 Summer Olympics.
Salah El-Din Fatih,male,Egypt,boxer,1924,,,Salah El-Din Fatih was an Egyptian boxer. He competed in the men's featherweight event at the 1952 Summer Olympics.
El Hany Soliman,male,Egypt,association football player,1984,,,"El Hany Soliman Moussa Soliman, is an Egyptian footballer who plays for Egyptian Premier League side Smouha as a goalkeeper."
Mohamed Gouda,male,Egypt,association football player,1979,,, Mohamed Gouda  is a former Egyptian footballer.
Ihab El-Masry,male,Egypt,association football player,1985,,,Ihab El-Masry is an Egyptian football striker who plays for Egyptian Premier League side Smouha Sporting Club.
Mohamed El Morsy,male,Egypt,association football player,1986,,,Mohamed El Morsy is an Egyptian football striker who plays for Egyptian Premier League side Ittihad on loan from El Zamalek.
Mohamed El Yamani,male,Egypt,association football player,1982,,,Mohamed El Yamani is an Egyptian footballer. He plays as a striker.
Mohamed Tawakol,male,Egypt,association football player,1990,,,Mohamed Wahid Tawakol is an Egyptian footballer who plays as a striker.
Taha Ismail,male,Egypt,association football coach,1939,,http://commons.wikimedia.org/wiki/Special:FilePath/Taha%20Ismail.png,Taha Mahmood Ismail Badran is an Egyptian former footballer who played as a forward for Al-Ahly and the Egypt national team. He represented his country in the 1964 Summer Olympics.
Taha Ismail,male,Egypt,association football player,1939,,http://commons.wikimedia.org/wiki/Special:FilePath/Taha%20Ismail.png,Taha Mahmood Ismail Badran is an Egyptian former footballer who played as a forward for Al-Ahly and the Egypt national team. He represented his country in the 1964 Summer Olympics.
Mokhtar Mokhtar,male,Egypt,association football player,1954,,,Mokhtar Ali Mokhtar is an Egyptian football coach and former player who is the manager of the El-Entag El-Harby.
Mohamed Sherif,male,Egypt,association football player,1994,,,Mohamed Sherif Mohamed Ragaei Bakr is an Egyptian professional footballer who plays as a striker for Egyptian Premier League club Al Ahly and the Egypt national team.
Karim Kassem,male,Egypt,actor,1986,,http://commons.wikimedia.org/wiki/Special:FilePath/Karim%20Kassem.jpg,Karim Ahmed Kassem is an Egyptian actor.
Karim Kassem,male,Egypt,television actor,1986,,http://commons.wikimedia.org/wiki/Special:FilePath/Karim%20Kassem.jpg,Karim Ahmed Kassem is an Egyptian actor.
Karim Kassem,male,Egypt,film actor,1986,,http://commons.wikimedia.org/wiki/Special:FilePath/Karim%20Kassem.jpg,Karim Ahmed Kassem is an Egyptian actor.
Karim Kassem,male,Egypt,producer,1986,,http://commons.wikimedia.org/wiki/Special:FilePath/Karim%20Kassem.jpg,Karim Ahmed Kassem is an Egyptian actor.
Mahmoud Ismail,male,Egypt,screenwriter,1914,1983,,"Mahmoud Ismail was an Egyptian actor of stage and film, a screenplay writer, and a film director. Ismail worked on more than 40 film projects, including acting in some twenty five films and six television series."
Mahmoud Ismail,male,Egypt,actor,1914,1983,,"Mahmoud Ismail was an Egyptian actor of stage and film, a screenplay writer, and a film director. Ismail worked on more than 40 film projects, including acting in some twenty five films and six television series."
Mahmoud Ismail,male,Egypt,film director,1914,1983,,"Mahmoud Ismail was an Egyptian actor of stage and film, a screenplay writer, and a film director. Ismail worked on more than 40 film projects, including acting in some twenty five films and six television series."
Naguib Surur,male,Egypt,actor,1932,1978,,"Naguib Surur was an Egyptian poet, playwright, actor and critic."
Naguib Surur,male,Egypt,writer,1932,1978,,"Naguib Surur was an Egyptian poet, playwright, actor and critic."
Naguib Surur,male,Egypt,poet,1932,1978,,"Naguib Surur was an Egyptian poet, playwright, actor and critic."
Aziz Osman,male,Egypt,actor,1893,1955,,"Aziz M. Osman is a Singaporean-born Malaysian actor, director, screenwriter and producer. He is the director general of his own production company, Ace Motion Pictures."
Aziz Osman,male,Egypt,film actor,1893,1955,,"Aziz M. Osman is a Singaporean-born Malaysian actor, director, screenwriter and producer. He is the director general of his own production company, Ace Motion Pictures."
Ahmed Salama,male,Egypt,actor,1960,,,Ahmed Salama is an Egyptian footballer who plays for Al-Khabourah SC in Oman Professional League.
Hussein Riad,male,Egypt,actor,1897,1965,http://commons.wikimedia.org/wiki/Special:FilePath/Hussein%20Riyad.jpg,"Hussein Mohamed Shafiq (Arabic: حسين محمد شفيق, more commonly known by his stage name Hussein Riad was an Egyptian actor, who mainly played ""dad roles"". His career spanned about 46 years and he appeared in approximately 320 films, 240 theater plays, and 150 radio and 50 TV plays."
Hussein Riad,male,Egypt,television actor,1897,1965,http://commons.wikimedia.org/wiki/Special:FilePath/Hussein%20Riyad.jpg,"Hussein Mohamed Shafiq (Arabic: حسين محمد شفيق, more commonly known by his stage name Hussein Riad was an Egyptian actor, who mainly played ""dad roles"". His career spanned about 46 years and he appeared in approximately 320 films, 240 theater plays, and 150 radio and 50 TV plays."
Hussein Riad,male,Egypt,actor,1897,1965,http://commons.wikimedia.org/wiki/Special:FilePath/Hussein%20Riyad.jpg,"Hussein Mohamed Shafiq (Arabic: حسين محمد شفيق, more commonly known by his stage name Hussein Riad was an Egyptian actor, who mainly played ""dad roles"". His career spanned about 46 years and he appeared in approximately 320 films, 240 theater plays, and 150 radio and 50 TV plays."
Hussein Riad,male,Egypt,television actor,1897,1965,http://commons.wikimedia.org/wiki/Special:FilePath/Hussein%20Riyad.jpg,"Hussein Mohamed Shafiq (Arabic: حسين محمد شفيق, more commonly known by his stage name Hussein Riad was an Egyptian actor, who mainly played ""dad roles"". His career spanned about 46 years and he appeared in approximately 320 films, 240 theater plays, and 150 radio and 50 TV plays."
Ahmed Salem,male,Egypt,screenwriter,1910,1949,http://commons.wikimedia.org/wiki/Special:FilePath/Ahmed%20Salem.jpg,Ahmed Mohamed Abdallah Salem was an Egyptian 2 time Olympian as a footballer and Track & Field Champion. He played for Zamalek and Egypt. He competed at the 1924 Summer Olympics and the 1928 Summer Olympics.
Mohamed Kabil,male,Egypt,military personnel,1927,2023,http://commons.wikimedia.org/wiki/Special:FilePath/Major-General-Abd-ElAziz-Kabeel.jpg,"Abdel Aziz Mohamed Kabil, known as Mohamed Kabil, was an Egyptian footballer who played as a midfielder. He competed in the men's tournament at the 1952 Summer Olympics. Kabil died on 11 October 2023, at the age of 96."
Mohamed Kabil,male,Egypt,association football player,1927,2023,http://commons.wikimedia.org/wiki/Special:FilePath/Major-General-Abd-ElAziz-Kabeel.jpg,"Abdel Aziz Mohamed Kabil, known as Mohamed Kabil, was an Egyptian footballer who played as a midfielder. He competed in the men's tournament at the 1952 Summer Olympics. Kabil died on 11 October 2023, at the age of 96."
Abdel Qawi Khalifa,male,Egypt,businessperson,1946,,,"Abdel Qawi Khalifa is an Egyptian engineer, academic, former governor of the Cairo province and former minister of water and wastewater utilities, a ministerial office established in August 2012."
Abdel Qawi Khalifa,male,Egypt,engineer,1946,,,"Abdel Qawi Khalifa is an Egyptian engineer, academic, former governor of the Cairo province and former minister of water and wastewater utilities, a ministerial office established in August 2012."
Abdel Qawi Khalifa,male,Egypt,politician,1946,,,"Abdel Qawi Khalifa is an Egyptian engineer, academic, former governor of the Cairo province and former minister of water and wastewater utilities, a ministerial office established in August 2012."
Abdel Qawi Khalifa,male,Egypt,military officer,1946,,,"Abdel Qawi Khalifa is an Egyptian engineer, academic, former governor of the Cairo province and former minister of water and wastewater utilities, a ministerial office established in August 2012."
Ahmed Salem,male,Egypt,actor,1910,1949,http://commons.wikimedia.org/wiki/Special:FilePath/Ahmed%20Salem.jpg,Ahmed Mohamed Abdallah Salem was an Egyptian 2 time Olympian as a footballer and Track & Field Champion. He played for Zamalek and Egypt. He competed at the 1924 Summer Olympics and the 1928 Summer Olympics.
Ahmed Salem,male,Egypt,film director,1910,1949,http://commons.wikimedia.org/wiki/Special:FilePath/Ahmed%20Salem.jpg,Ahmed Mohamed Abdallah Salem was an Egyptian 2 time Olympian as a footballer and Track & Field Champion. He played for Zamalek and Egypt. He competed at the 1924 Summer Olympics and the 1928 Summer Olympics.
Ahmed Salem,male,Egypt,film producer,1910,1949,http://commons.wikimedia.org/wiki/Special:FilePath/Ahmed%20Salem.jpg,Ahmed Mohamed Abdallah Salem was an Egyptian 2 time Olympian as a footballer and Track & Field Champion. He played for Zamalek and Egypt. He competed at the 1924 Summer Olympics and the 1928 Summer Olympics.
Ahmed Salem,male,Egypt,film actor,1910,1949,http://commons.wikimedia.org/wiki/Special:FilePath/Ahmed%20Salem.jpg,Ahmed Mohamed Abdallah Salem was an Egyptian 2 time Olympian as a footballer and Track & Field Champion. He played for Zamalek and Egypt. He competed at the 1924 Summer Olympics and the 1928 Summer Olympics.
Riad Al Sunbati,male,Egypt,composer,1906,1981,http://commons.wikimedia.org/wiki/Special:FilePath/Riad%20Sunbati.jpg,"Riad Mohamed El Sunbati, also written as Riad Sonbati or Riadh Sonbati was a 20th-century Egyptian composer and musician who was considered an icon of Egyptian Music. He composed 539 works for the Egyptian Opera, operettas and Egyptian cinema. He also composed religious music and wrote lyrics for Arab singers, among them Umm Kulthum, Fairouz, Asmahan, Warda Al-Jazairia, Najat Al Saghira, Mounira El Mahdeya, Fayza Ahmed, Saleh Abdel Hai, and Aziza Galal."
Riad Al Sunbati,male,Egypt,oud player,1906,1981,http://commons.wikimedia.org/wiki/Special:FilePath/Riad%20Sunbati.jpg,"Riad Mohamed El Sunbati, also written as Riad Sonbati or Riadh Sonbati was a 20th-century Egyptian composer and musician who was considered an icon of Egyptian Music. He composed 539 works for the Egyptian Opera, operettas and Egyptian cinema. He also composed religious music and wrote lyrics for Arab singers, among them Umm Kulthum, Fairouz, Asmahan, Warda Al-Jazairia, Najat Al Saghira, Mounira El Mahdeya, Fayza Ahmed, Saleh Abdel Hai, and Aziza Galal."
Salwa Hegazy,female,Egypt,writer,1933,1973,http://commons.wikimedia.org/wiki/Special:FilePath/Salwa%20Hegazi.jpg,"Salwa Hegazy was an Egyptian television presenter and poet. She presented a number of television programs and represented Egyptian Television in a number of international conferences. She died on board Libyan Arab Airlines Flight 114, shot down by Israeli fighter jets."
Salwa Hegazy,female,Egypt,poet,1933,1973,http://commons.wikimedia.org/wiki/Special:FilePath/Salwa%20Hegazi.jpg,"Salwa Hegazy was an Egyptian television presenter and poet. She presented a number of television programs and represented Egyptian Television in a number of international conferences. She died on board Libyan Arab Airlines Flight 114, shot down by Israeli fighter jets."
Salwa Hegazy,female,Egypt,television presenter,1933,1973,http://commons.wikimedia.org/wiki/Special:FilePath/Salwa%20Hegazi.jpg,"Salwa Hegazy was an Egyptian television presenter and poet. She presented a number of television programs and represented Egyptian Television in a number of international conferences. She died on board Libyan Arab Airlines Flight 114, shot down by Israeli fighter jets."
Fouad Zakariyya,male,Egypt,philosopher,1927,2010,,"Fouad Zakariyya was an Egyptian philosopher, and critic of Islamist thought who is known as “the father of Arab existentialism.”"
Fouad Zakariyya,male,Egypt,philosopher,1927,2010,,"Fouad Zakariyya was an Egyptian philosopher, and critic of Islamist thought who is known as “the father of Arab existentialism.”"
Mohamed Awad,male,Egypt,actor,1932,1997,,"Mohamed or Mohammed Awad may refer to:Mohamed Awad 
Mohamed Awad 
Mohammed Awad (politician), assassinated Iraqi politician
Mohammed Awad, Egyptian squash player
Mohammed Awad, see 1962 FIFA World Cup qualification – UEFA Group 7
Mohammed Awad, head of the Hamas government 2019–2021
"
Mohamed Awad,male,Egypt,actor,1932,1997,,"Mohamed or Mohammed Awad may refer to:Mohamed Awad 
Mohamed Awad 
Mohammed Awad (politician), assassinated Iraqi politician
Mohammed Awad, Egyptian squash player
Mohammed Awad, see 1962 FIFA World Cup qualification – UEFA Group 7
Mohammed Awad, head of the Hamas government 2019–2021
"
Gad al-Haq,male,Egypt,imam,1917,1996,http://commons.wikimedia.org/wiki/Special:FilePath/Gad%20el7ak.jpg,Gad al-Haq Ali Gad al-Haq also spelled Jadd al-Haqq was Grand Imam of Al-Azhar from 1982 to 1996.
Shayma,female,Egypt,actor,1987,,,Shaimaa is a feminine given name of Arabic origin. Shayma was the name of Prophet Muhammad's foster sister. Notable people with the given name include:
Sabreen,female,Egypt,actor,1966,,http://commons.wikimedia.org/wiki/Special:FilePath/Sabreen.jpg,"Sabreen is a Palestinian musical group. Based in East Jerusalem, Sabreen was founded in 1980 by Said Murad. Their vision focused on the development of the Palestinian modern song, reflecting the humanitarian and cultural reality in general, and the suffering endured from the political situation in particular. Sabreen's members have changed over the years, the most notable members were Said Murad, Kamilya Jubran, Odeh Tourjman, Issa Freij, Yacoub Abu Arafeh, Issam Murad, Samer Mussallem, and Wissam Murad. Said Murad is the composer and arranger of the music, and Kamilya Jubran was the lead vocalist on four albums out of the five studio albums released."
Saleh Morsi,male,Egypt,writer,1929,1996,,"Saleh Morsi, was an Egyptian screenwriter and novelist best known for his espionages thrillers. He died of a heart attack in Alexandria, Egypt in August 1996.
The number of his books translated into Persian."
Saleh Morsi,male,Egypt,novelist,1929,1996,,"Saleh Morsi, was an Egyptian screenwriter and novelist best known for his espionages thrillers. He died of a heart attack in Alexandria, Egypt in August 1996.
The number of his books translated into Persian."
Saleh Morsi,male,Egypt,writer,1929,1997,,"Saleh Morsi, was an Egyptian screenwriter and novelist best known for his espionages thrillers. He died of a heart attack in Alexandria, Egypt in August 1996.
The number of his books translated into Persian."
Saleh Morsi,male,Egypt,novelist,1929,1997,,"Saleh Morsi, was an Egyptian screenwriter and novelist best known for his espionages thrillers. He died of a heart attack in Alexandria, Egypt in August 1996.
The number of his books translated into Persian."
Salah El-Saadany,male,Egypt,actor,1943,2024,,"Salah El-Saadany was an Egyptian actor. He starred in or directed over 35 plays, 45 television series, and 70 films throughout his career."
Salah El-Saadany,male,Egypt,film actor,1943,2024,,"Salah El-Saadany was an Egyptian actor. He starred in or directed over 35 plays, 45 television series, and 70 films throughout his career."
Salah Halabi,male,Egypt,military personnel,1937,2014,,"Lieutenant General Salah Mohamed Attia Halabi was an Egyptian Army officer. he commanded an infantry brigade, an infantry division, the Third Army, and commanded the two-division Corps Sized Egyptian expeditionary force to Saudi Arabia during Operation Desert Storm."
Fayza Kamal,female,Egypt,actor,1960,2014,,Fayza Kamal was an Egyptian actress.
Fathy Ghanem,male,Egypt,writer,1924,1999,,"Fathi Ghanem was an Egyptian writer. Ghanem was born in Cairo to a working-class family. He graduated from the Faculty of Law, Fuad I University, in 1944, then worked as a reporter for Ruz al-Youssef, a newspaper published by the foundation of the same name. Later, he worked as an editor for Al Gomhuria and chairman of the board of directors at the Dar Al Tahrir Foundation, the newspaper's publisher."
Fathy Ghanem,male,Egypt,journalist,1924,1999,,"Fathi Ghanem was an Egyptian writer. Ghanem was born in Cairo to a working-class family. He graduated from the Faculty of Law, Fuad I University, in 1944, then worked as a reporter for Ruz al-Youssef, a newspaper published by the foundation of the same name. Later, he worked as an editor for Al Gomhuria and chairman of the board of directors at the Dar Al Tahrir Foundation, the newspaper's publisher."
Fathy Ghanem,male,Egypt,novelist,1924,1999,,"Fathi Ghanem was an Egyptian writer. Ghanem was born in Cairo to a working-class family. He graduated from the Faculty of Law, Fuad I University, in 1944, then worked as a reporter for Ruz al-Youssef, a newspaper published by the foundation of the same name. Later, he worked as an editor for Al Gomhuria and chairman of the board of directors at the Dar Al Tahrir Foundation, the newspaper's publisher."
Fathia al-Assal,female,Egypt,writer,1933,2014,,Fathia al-Assal was an Egyptian playwright and activist.
Fathia al-Assal,female,Egypt,playwright,1933,2014,,Fathia al-Assal was an Egyptian playwright and activist.
Salah Montaser,male,Egypt,writer,1933,2022,,"Salah Montaser was an Egyptian writer and journalist for Al-Ahram newspaper, and the owner of a daily column entitled ‘Just an Opinion.’ Among the most famous columns is ‘You Are the Master of Your Decision’ assessed for high school, which calls for smoking cessation. He adopted a campaign against smoking and he focused on that in his daily column every February, coinciding with the World Anti-Smoking Day. He was also a member of the Shura Council, a member of the Supreme Council of the Press in Egypt, and Chairman of the Board of Directors of the Arab Media Center. Montaser was born and raised in Damietta, Egypt. He joined the Faculty of Law and became a friend of the late Egyptian writer Abdel Wahab Mutawa. Montaser then worked with the great professor Hassanein Heikal as a journalist at Al-Ahram Foundation until he reached the highest levels of journalism, then began writing his prominent column ‘Just An Opinion’, which he became famous for during the past years. In addition, Montaser was a member of the Rotary Club, editor-in-chief of October magazine, and chairman of the board of directors of Dar Al Maaref for printing and publishing."
Salah Montaser,male,Egypt,journalist,1933,2022,,"Salah Montaser was an Egyptian writer and journalist for Al-Ahram newspaper, and the owner of a daily column entitled ‘Just an Opinion.’ Among the most famous columns is ‘You Are the Master of Your Decision’ assessed for high school, which calls for smoking cessation. He adopted a campaign against smoking and he focused on that in his daily column every February, coinciding with the World Anti-Smoking Day. He was also a member of the Shura Council, a member of the Supreme Council of the Press in Egypt, and Chairman of the Board of Directors of the Arab Media Center. Montaser was born and raised in Damietta, Egypt. He joined the Faculty of Law and became a friend of the late Egyptian writer Abdel Wahab Mutawa. Montaser then worked with the great professor Hassanein Heikal as a journalist at Al-Ahram Foundation until he reached the highest levels of journalism, then began writing his prominent column ‘Just An Opinion’, which he became famous for during the past years. In addition, Montaser was a member of the Rotary Club, editor-in-chief of October magazine, and chairman of the board of directors of Dar Al Maaref for printing and publishing."
Tarek Nour,male,Egypt,businessperson,1954,,,"Tarek Nour Communications is a global marketing and communications company headquartered in Giza, Egypt. It is one of the largest advertising agencies in the Middle East."
Talaat Zakaria,male,Egypt,actor,1960,2019,http://commons.wikimedia.org/wiki/Special:FilePath/Talaat%20Zakaria.jpg,"Talaat Zakaria was an Egyptian actor. In 1984, Zakaria graduated from The Higher Institute of Dramatic Art of Egypt and began his acting career by taking bit roles in many movies, plays, and television shows."
Talaat Zakaria,male,Egypt,television actor,1960,2019,http://commons.wikimedia.org/wiki/Special:FilePath/Talaat%20Zakaria.jpg,"Talaat Zakaria was an Egyptian actor. In 1984, Zakaria graduated from The Higher Institute of Dramatic Art of Egypt and began his acting career by taking bit roles in many movies, plays, and television shows."
Talaat Moustafa,male,Egypt,businessperson,1926,2005,,"Talaat Moustafa Group Holding SAE (TMGH), is the largest listed real estate development company in Egypt. It was founded in 2007 as a holding company of pre-existing companies, some of which were founded in the 1970s by the late Talaat Moustafa, and publicly listed on the Egyptian Exchange in 2007. The group is known for the development of large gated communities, as well as a chain of hotels, where it is one of the top ten listed real estate developers in Egypt in terms of profits, as well as land, holding over 100,000 acres in Greater Cairo, the largest of any developer by far. Currently, TMG Holding is listed as number 8 in Forbes' Top 50 Listed Companies in Egypt 2023. TMG Holding is the number 1 company in Egypt in terms of sales, exceeding 500 billion Egyptian pounds in 2024."
Aisha Rateb,female,Egypt,writer,1928,2013,http://commons.wikimedia.org/wiki/Special:FilePath/Main%20prt-1.jpg,"Aisha Rateb was an Egyptian lawyer, politician, and Egypt's first female ambassador. She also was a professor of international law at Cairo University."
Aisha Rateb,female,Egypt,lawyer,1928,2013,http://commons.wikimedia.org/wiki/Special:FilePath/Main%20prt-1.jpg,"Aisha Rateb was an Egyptian lawyer, politician, and Egypt's first female ambassador. She also was a professor of international law at Cairo University."
Aisha Rateb,female,Egypt,politician,1928,2013,http://commons.wikimedia.org/wiki/Special:FilePath/Main%20prt-1.jpg,"Aisha Rateb was an Egyptian lawyer, politician, and Egypt's first female ambassador. She also was a professor of international law at Cairo University."
Aisha Rateb,female,Egypt,diplomat,1928,2013,http://commons.wikimedia.org/wiki/Special:FilePath/Main%20prt-1.jpg,"Aisha Rateb was an Egyptian lawyer, politician, and Egypt's first female ambassador. She also was a professor of international law at Cairo University."
Adel Kamel,male,Egypt,writer,1916,2005,,"Adel Kamel (1942–2003) عادل كامل was a music critic, musicologist and composer."
Adel Kamel,male,Egypt,novelist,1916,2005,,"Adel Kamel (1942–2003) عادل كامل was a music critic, musicologist and composer."
Atef Sadat,male,Egypt,fighter pilot,1948,1973,http://commons.wikimedia.org/wiki/Special:FilePath/Atef%20El%20Sadat.jpg,"Mohamed Atef Anwar Sadat was an Egyptian fighter pilot and war hero. In the first hour of the Yom Kippur War, he was killed in action while conducting an aerial raid on an airport in the Israeli-occupied Sinai Peninsula. He was the younger half-brother of the then Egyptian president Anwar Sadat, who was assassinated on the same day eight years later."
Riad Shawki,male,Egypt,association football player,1893,1943,,Riadh Shawki was an Egyptian footballer. He competed at the 1920 Summer Olympics and the 1924 Summer Olympics.
Mohamed Safwat,male,Egypt,tennis player,1990,,http://commons.wikimedia.org/wiki/Special:FilePath/Safwat%20WMQ16%20%282%29%20%2827595809823%29.jpg,Mohamed Safwat is an Egyptian tennis player. Safwat has been a regular player on the Egypt Davis Cup team since 2009. Safwat has won one singles and three titles in doubles on the ATP Challenger Tour. He is currently the Egyptian No. 3.
Reda El-Weshi,male,Egypt,association football player,1985,,,"Tareq Ihab Helmy aka Reda El-Weshi is an Egyptian football striker, currently playing for Barazeely Merghany, he is a former player for Egyptian side El-Ahly, Al-Mokawloon Al-Arab and Telephonat Bani Sweif
in feb 2013 signed a contract with Al-Quwa Al-Jawiya Iraq Premier league played 13 game scored 7 goals now Reda join with Karbala Iraq Premier league season 2013-2014 played 3 game scored 1 goals."
Reda Shehata,male,Egypt,association football player,1981,,,Reda Shehata is an Egyptian football midfielder. He is currently the head coach of Ghazl El-Mahalla.
Reed DeMordaunt,male,Egypt,politician,1963,,,"Reed DeMordaunt is a former Republican Idaho State Representative representing District 14 in the B seat from 2010 to 2016. He chose not to run for re-election to focus on his business, Med Management Technology. He was succeeded by his wife Gayann DeMordaunt."
Reem Abdalazem,female,Egypt,swimmer,1992,,,Reem Wa'il Abdalazem El-Bossaty is an Egyptian synchronised swimmer who competed in the 2008 and 2012 Summer Olympics.
